Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2022,NL,Netherlands,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,33848628.0,464.56,172.38
2019,PL,Poland,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,191090680.0,512.44,229.42
2022,PL,Poland,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,111710331.0,474.69,186.91
2019,SI,Slovenia,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8597091.0,318.19,159.12
2022,SI,Slovenia,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8977141.0,427.02,179.25
2019,SK,Slovakia,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,170585009.0,155.91,76.07
2022,SK,Slovakia,CZ,Czechia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,110328319.0,190.2,88.78
2019,AT,Austria,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,135406934.0,460.83,155.96
2022,AT,Austria,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,156977415.0,434.17,150.07
2019,BE,Belgium,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,57108761.0,583.84,50.73
2022,BE,Belgium,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,40881496.0,536.56,89.94
2019,CH,Switzerland,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,45925647.0,394.23,61.49
2019,DE,Germany,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,1745828298.0,639.9,125.71
2022,DE,Germany,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,644857241.0,475.1,120.82
2019,DK,Denmark,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,108452445.0,841.17,179.91
2019,ES,Spain,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,194095693.0,891.71,161.26
2022,ES,Spain,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,123149052.0,771.03,169.88
2019,FI,Finland,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,77918065.0,772.84,155.54
2019,FR,France,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,218407558.0,774.79,156.31
2022,FR,France,CZ,Czechia,Total,1 night or over,Package arrangement,23335918.0,111.33,29.25
2022,FR,France,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,153160505.0,730.67,191.98
2019,HR,Croatia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,34879002.0,660.13,110.28
2019,HU,Hungary,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,125623840.0,276.49,83.94
2022,HU,Hungary,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,68141371.0,229.11,67.82
2019,IE,Ireland,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,23720494.0,486.35,122.18
2019,IT,Italy,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,147809447.0,486.76,117.69
2019,LT,Lithuania,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,6134897.0,367.38,84.88
2022,LT,Lithuania,CZ,Czechia,Total,1 night or over,Package arrangement,6123230.0,231.57,36.33
2022,LT,Lithuania,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,14981266.0,566.55,88.88
2019,LU,Luxembourg,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,9283740.0,537.7,111.8
2022,LU,Luxembourg,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,12077727.0,852.91,110.95
2022,LV,Latvia,CZ,Czechia,Total,1 night or over,Package arrangement,3271624.0,134.43,21.13
2022,LV,Latvia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,12442598.0,511.28,80.35
2019,NL,Netherlands,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,167614507.0,575.49,74.87
2022,NL,Netherlands,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,177445329.0,627.49,81.82
2019,PL,Poland,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,414672058.0,524.7,116.0
2022,PL,Poland,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,458011300.0,728.92,142.9
2019,PT,Portugal,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,16694123.0,540.0,127.93
2022,PT,Portugal,CZ,Czechia,Total,1 night or over,Package arrangement,2898618.0,186.12,30.99
2022,PT,Portugal,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,8943993.0,574.29,95.63
2019,SE,Sweden,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,177025216.0,946.85,255.77
2019,SI,Slovenia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,12105030.0,313.72,101.52
2022,SI,Slovenia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,14471428.0,373.65,115.62
2019,SK,Slovakia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,273079665.0,171.26,50.37
2022,SK,Slovakia,CZ,Czechia,Total,1 night or over,Total excluding durable/valuable goods,189235060.0,228.4,67.08
2019,AT,Austria,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,53919934.0,808.95,126.0
2022,AT,Austria,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,57789875.0,669.24,126.88
2019,BE,Belgium,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,39335914.0,811.14,39.55
2022,BE,Belgium,CZ,Czechia,Total,4 nights or over,Package arrangement,4031692.0,105.2,10.98
2022,BE,Belgium,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,24769948.0,646.35,67.46
2019,DE,Germany,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,1420580433.0,885.64,125.36
2022,DE,Germany,CZ,Czechia,Total,4 nights or over,Package arrangement,63038432.0,110.04,17.27
2022,DE,Germany,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,320614232.0,559.65,87.82
2019,ES,Spain,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,164316451.0,964.57,153.66
2022,ES,Spain,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,87814725.0,869.2,148.49
2019,FI,Finland,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,61765202.0,801.27,142.64
2019,FR,France,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,162762805.0,890.16,139.34
2019,HU,Hungary,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,60635862.0,330.63,68.54
2022,HU,Hungary,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,34512438.0,259.87,55.78
2019,IE,Ireland,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,14568567.0,559.36,111.72
2019,LT,Lithuania,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,4824243.0,434.57,83.78
2022,LT,Lithuania,CZ,Czechia,Total,4 nights or over,Package arrangement,6123230.0,263.06,38.08
2022,LT,Lithuania,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,13831078.0,594.2,86.01
2019,LU,Luxembourg,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,6631795.0,637.4,96.6
2022,LU,Luxembourg,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,8180751.0,799.22,81.85
2022,LV,Latvia,CZ,Czechia,Total,4 nights or over,Package arrangement,2992445.0,145.52,20.85
2022,LV,Latvia,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,11413125.0,555.01,79.51
2019,NL,Netherlands,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,133134827.0,634.76,64.95
2022,NL,Netherlands,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,143596701.0,684.05,72.81
2019,PL,Poland,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,223581378.0,535.65,81.54
2022,PL,Poland,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,346300969.0,881.15,132.81
2019,SK,Slovakia,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,102494656.0,204.84,32.24
2022,SK,Slovakia,CZ,Czechia,Total,4 nights or over,Total excluding durable/valuable goods,78906741.0,317.58,49.99
2019,AT,Austria,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,378747103.0,373.86,174.73
2022,AT,Austria,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,345191439.0,407.0,190.29
2019,BE,Belgium,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,108474144.0,204.01,96.7
2022,BE,Belgium,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,103246146.0,274.09,132.79
2019,CH,Switzerland,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,411061080.0,311.7,145.45
2019,CZ,Czechia,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,27626786.0,169.49,80.94
2022,CZ,Czechia,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,14835218.0,164.01,76.79
2019,DK,Denmark,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,666519577.0,553.57,254.03
2019,ES,Spain,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,131220279.0,495.35,191.9
2022,ES,Spain,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,76473438.0,560.81,207.58
2019,FR,France,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,236409456.0,334.84,172.09
2022,FR,France,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,312029742.0,325.45,180.97
2019,HR,Croatia,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,18980517.0,252.64,117.68
2019,HU,Hungary,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,116792678.0,285.79,124.47
2022,HU,Hungary,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,65617703.0,278.1,111.75
2019,IE,Ireland,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,25261492.0,436.5,177.35
2019,IT,Italy,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,105805579.0,331.7,130.1
2019,LT,Lithuania,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,4252307.0,280.3,118.49
2022,LT,Lithuania,DE,Germany,Personal reasons,From 1 to 3 nights,Package arrangement,1213476.0,108.65,45.77
2022,LT,Lithuania,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,4040506.0,361.77,152.4
2019,LU,Luxembourg,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,78704140.0,368.08,193.83
2022,LU,Luxembourg,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,88693467.0,442.55,230.23
2019,MT,Malta,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,3365541.0,508.87,184.03
2019,NL,Netherlands,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,359779705.0,251.33,112.89
2022,NL,Netherlands,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,365401464.0,231.03,107.4
2019,PL,Poland,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,136812483.0,218.77,95.32
2022,PL,Poland,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,401415936.0,583.76,234.81
2019,PT,Portugal,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,16384367.0,679.82,254.67
2022,PT,Portugal,DE,Germany,Personal reasons,From 1 to 3 nights,Package arrangement,4074413.0,206.63,81.61
2022,PT,Portugal,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,11322132.0,574.2,226.79
2019,SE,Sweden,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,309601810.0,768.72,326.81
2019,SI,Slovenia,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,13471619.0,333.35,159.37
2022,SI,Slovenia,DE,Germany,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,7201245.0,297.46,122.09
2019,AL,Albania,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,7037568.0,185.63,11.63
2019,AT,Austria,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,843381680.0,503.56,132.01
2022,AT,Austria,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,807908301.0,547.02,126.67
2019,BE,Belgium,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,327108885.0,342.1,77.23
2022,BE,Belgium,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,243084746.0,346.25,83.79
2019,BG,Bulgaria,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,20680267.0,403.76,31.27
2022,BG,Bulgaria,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,19180007.0,581.49,43.2
2019,CH,Switzerland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,1099439408.0,475.59,98.67
2019,CY,Cyprus,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,27379875.0,1095.41,102.3
2019,CZ,Czechia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,45911629.0,198.21,52.36
2022,CZ,Czechia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,59887428.0,297.06,60.5
2019,DK,Denmark,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,1014707776.0,596.47,179.64
2019,EE,Estonia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,31018244.0,649.32,119.62
2022,EE,Estonia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,40457024.0,1267.81,229.38
2019,EL,Greece,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,25431485.0,604.87,36.78
2022,EL,Greece,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,37117816.0,598.37,57.08
2019,ES,Spain,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,548322794.0,688.31,121.42
2022,ES,Spain,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,369403903.0,723.68,99.93
2019,FI,Finland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,287032382.0,853.76,123.17
2022,FI,Finland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,198779103.0,953.31,87.68
2019,FR,France,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,678521086.0,510.66,119.56
2022,FR,France,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,712979648.0,484.6,129.85
2019,HR,Croatia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,79621909.0,346.66,35.59
2022,HR,Croatia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,53179558.0,458.93,59.97
2019,HU,Hungary,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,203184251.0,266.42,54.73
2022,HU,Hungary,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,172200935.0,304.96,54.66
2019,IE,Ireland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,90848053.0,549.7,103.65
2022,IE,Ireland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,133674629.0,658.69,99.5
2019,IT,Italy,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,416507510.0,514.8,72.8
2022,IT,Italy,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,197412868.0,622.47,60.92
2019,LT,Lithuania,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,37596438.0,471.85,49.71
2022,LT,Lithuania,DE,Germany,Personal reasons,1 night or over,Package arrangement,17402172.0,214.24,26.82
2022,LT,Lithuania,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,41951056.0,516.46,64.66
2019,LU,Luxembourg,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,145604838.0,492.4,153.73
2022,LU,Luxembourg,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,192059726.0,644.07,173.51
2019,LV,Latvia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,30038581.0,475.3,65.7
2022,LV,Latvia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,16539682.0,622.25,92.71
2019,MK,North Macedonia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,8344518.0,209.65,22.64
2019,MT,Malta,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,16839443.0,693.12,117.85
2022,MT,Malta,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,13180064.0,849.9,142.46
2019,NL,Netherlands,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,1198607823.0,369.7,66.49
2022,NL,Netherlands,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,1272795293.0,397.96,72.19
2019,PL,Poland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,673871059.0,321.23,31.86
2022,PL,Poland,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,977385163.0,513.67,38.96
2019,PT,Portugal,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,44647814.0,640.63,96.27
2022,PT,Portugal,DE,Germany,Personal reasons,1 night or over,Package arrangement,8925477.0,180.78,17.19
2022,PT,Portugal,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,34599140.0,700.79,66.62
2019,RO,Romania,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,39614240.0,367.04,42.29
2022,RO,Romania,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,71263707.0,603.14,68.73
2019,SE,Sweden,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,838671679.0,806.96,144.12
2022,SE,Sweden,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,639393698.0,852.41,166.17
2019,SI,Slovenia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,19928511.0,331.21,68.59
2022,SI,Slovenia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,21197448.0,441.34,95.57
2019,SK,Slovakia,DE,Germany,Personal reasons,1 night or over,Total excluding durable/valuable goods,71709018.0,288.76,56.74
2019,AL,Albania,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,6296159.0,176.31,10.51
2019,AT,Austria,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,464634577.0,702.13,110.07
2022,AT,Austria,DE,Germany,Personal reasons,4 nights or over,Package arrangement,75134364.0,119.49,16.46
2022,AT,Austria,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,462716861.0,735.86,101.39
2019,BE,Belgium,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,218634741.0,515.08,70.22
2022,BE,Belgium,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,139838600.0,429.79,65.85
2019,BG,Bulgaria,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,18972957.0,394.84,29.11
2022,BG,Bulgaria,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,18021571.0,576.85,41.08
2019,CH,Switzerland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,688378328.0,693.25,82.77
2019,CZ,Czechia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,18284843.0,266.4,34.14
2022,CZ,Czechia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,45052211.0,405.34,56.55
2019,DK,Denmark,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,348188199.0,700.37,115.12
2019,EE,Estonia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,23310845.0,812.04,110.16
2022,EE,Estonia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,35493996.0,1540.47,234.32
2019,EL,Greece,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,23972571.0,639.3,35.27
2022,EL,Greece,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,33802629.0,604.48,53.15
2019,ES,Spain,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,417102514.0,784.44,108.84
2022,ES,Spain,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,292930465.0,783.06,88.01
2019,FI,Finland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,259693558.0,885.32,117.49
2022,FI,Finland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,192614909.0,961.78,85.9
2019,FR,France,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,442111631.0,710.03,102.78
2022,FR,France,DE,Germany,Personal reasons,4 nights or over,Package arrangement,85681187.0,167.17,22.75
2022,FR,France,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,400949907.0,782.3,106.44
2019,HR,Croatia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,60641392.0,392.37,29.21
2022,HR,Croatia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,47113332.0,499.52,56.6
2019,HU,Hungary,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,86391574.0,244.05,31.14
2022,HU,Hungary,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,106583232.0,324.25,41.59
2019,IE,Ireland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,65586561.0,610.7,89.35
2022,IE,Ireland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,93382131.0,682.14,80.46
2019,IT,Italy,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,310701931.0,633.98,63.31
2022,IT,Italy,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,178210340.0,661.9,56.75
2019,LT,Lithuania,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,33344131.0,516.89,46.28
2022,LT,Lithuania,DE,Germany,Personal reasons,4 nights or over,Package arrangement,16188696.0,231.07,26.01
2022,LT,Lithuania,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,37910550.0,541.11,60.92
2019,LU,Luxembourg,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,66900698.0,817.01,123.63
2022,LU,Luxembourg,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,103366259.0,1057.09,143.23
2019,LV,Latvia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,24987596.0,510.87,59.1
2019,MK,North Macedonia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,8078595.0,215.03,22.29
2019,MT,Malta,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,13473903.0,762.04,108.14
2022,MT,Malta,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,11972399.0,852.13,135.46
2019,NL,Netherlands,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,838828118.0,463.29,56.53
2022,NL,Netherlands,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,907393829.0,561.27,63.77
2019,PL,Poland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,537058576.0,364.75,27.24
2022,PL,Poland,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,575969227.0,474.01,24.64
2019,PT,Portugal,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,28263446.0,619.91,70.76
2022,PT,Portugal,DE,Germany,Personal reasons,4 nights or over,Package arrangement,4851065.0,163.59,10.33
2022,PT,Portugal,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,23277008.0,784.97,49.59
2019,RO,Romania,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,35430087.0,357.73,38.76
2022,RO,Romania,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,71051163.0,603.62,68.61
2019,SE,Sweden,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,529069869.0,831.16,108.59
2022,SE,Sweden,DE,Germany,Personal reasons,4 nights or over,Package arrangement,58057831.0,124.96,17.98
2022,SE,Sweden,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,458118991.0,986.05,141.86
2022,SI,Slovenia,DE,Germany,Personal reasons,4 nights or over,Total excluding durable/valuable goods,13996203.0,587.56,85.96
2019,AT,Austria,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,432139902.0,622.07,344.05
2022,AT,Austria,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,277413406.0,698.15,375.94
2019,BE,Belgium,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,42383471.0,388.59,243.37
2022,BE,Belgium,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,27419244.0,327.76,191.27
2019,CH,Switzerland,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,223157387.0,962.22,560.94
2019,CZ,Czechia,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,24636488.0,264.74,146.95
2019,DK,Denmark,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,139235052.0,749.21,451.14
2019,EE,Estonia,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,22879208.0,923.11,411.46
2019,ES,Spain,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,139263354.0,814.07,406.01
2022,ES,Spain,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,58216416.0,775.13,349.74
2019,FR,France,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,283894298.0,534.48,308.47
2022,FR,France,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,302454530.0,613.2,388.51
2019,HU,Hungary,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,44452945.0,376.17,174.85
2022,HU,Hungary,DE,Germany,"Professional, business",From 1 to 3 nights,Package arrangement,10827570.0,156.53,63.7
2022,HU,Hungary,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,30745082.0,444.47,180.87
2019,IE,Ireland,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,37895495.0,712.01,384.26
2019,LT,Lithuania,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,11138590.0,354.31,137.33
2022,LT,Lithuania,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,4410555.0,350.17,144.46
2019,LU,Luxembourg,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,36949227.0,550.25,331.46
2022,LU,Luxembourg,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,27219573.0,630.0,361.76
